"sample_id","sample_id_metaphlan","subject_id","study_readable","species","sex","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"TC-005_S412","TC-005_S412","TC-005","Cross-sectional Study2","dog","Female",7.7,3.1,"No","Yes","Hill's","Household"
"TC-006_S709","TC-006_S709","TC-006","Cross-sectional Study2","dog","Female",11.3,5.9,"No","Yes","Hill's","Household"
"TC-007_S710","TC-007_S710","TC-007","Cross-sectional Study2","dog","Male",12.3,5.2,"No","Yes","Hill's","Household"
"TC-008_S253","TC-008_S253","TC-008","Cross-sectional Study2","dog","Male",7.1,44.6,"No","Yes","Hill's","Household"
"TC-009_S106","TC-009_S106","TC-009","Cross-sectional Study2","dog","Female",7.5,6,"No","Yes","Hill's","Household"
"TC-010_S111","TC-010_S111","TC-010","Cross-sectional Study2","dog","Female",10.1,6.1,"No","Yes","Hill's","Household"
"TC-011_S149","TC-011_S149","TC-011","Cross-sectional Study2","dog","Female",11.5,8.2,"No","Yes","Hill's","Household"
"TC-012_S449","TC-012_S449","TC-012","Cross-sectional Study2","dog","Female",8.8,8.3,"No","Yes","Hill's","Household"
"TC-013_S150","TC-013_S150","TC-013","Cross-sectional Study2","dog","Female",12.4,4.1,"No","No","Hill's","Household"
"TC-014_S413","TC-014_S413","TC-014","Cross-sectional Study2","dog","Female",7.8,3.4,"No","No","Hill's","Household"
"TC-015_S2","TC-015_S2","TC-015","Cross-sectional Study2","dog","Male",7.3,34.1,"No","Yes","Hill's","Household"
"TC-016_S3","TC-016_S3","TC-016","Cross-sectional Study2","dog","Male",11.5,8.3,"No","Yes","Hill's","Household"
"TC-017_S665","TC-017_S665","TC-017","Cross-sectional Study2","dog","Female",11.7,4.1,"No","Yes","Hill's","Household"
"TC-018_S151","TC-018_S151","TC-018","Cross-sectional Study2","dog","Female",12.8,7.9,"No","Yes","Hill's","Household"
"TC-019_S414","TC-019_S414","TC-019","Cross-sectional Study2","dog","Female",8.6,13.6,"Yes","Yes","Hill's","Household"
"TC-020_S112","TC-020_S112","TC-020","Cross-sectional Study2","dog","Male",11.8,34.3,"No","Yes","Hill's","Household"
"TC-021_S415","TC-021_S415","TC-021","Cross-sectional Study2","dog","Male",9.7,31.5,"No","Yes","Hill's","Household"
"TC-022_S62","TC-022_S62","TC-022","Cross-sectional Study2","dog","Female",9.7,18.3,"No","Yes","Hill's","Household"
"TC-023_S152","TC-023_S152","TC-023","Cross-sectional Study2","dog","Female",12.8,5.6,"Yes","Yes","Hill's","Household"
"TC-024_S254","TC-024_S254","TC-024","Cross-sectional Study2","dog","Female",9,6,"No","Yes","Hill's","Household"
"TC-025_S731","TC-025_S731","TC-025","Cross-sectional Study2","dog","Male",8.7,12.8,"No","Yes","Hill's","Household"
"TC-026_S113","TC-026_S113","TC-026","Cross-sectional Study2","dog","Male",7.8,25.7,"No","Yes","Hill's","Household"
"TC-027_HPN1413_S97","TC-027_HPN1413_S97","TC-027","Cross-sectional Study2","dog","Male",12.7,6,"No","Yes","Hill's","Household"
"TC-028_S666","TC-028_S666","TC-028","Cross-sectional Study2","dog","Male",9.4,41.6,"No","Yes","Hill's","Household"
"TC-029_S667","TC-029_S667","TC-029","Cross-sectional Study2","dog","Female",16.3,3.2,"No","Yes","Hill's","Household"
"TC-030_S172","TC-030_S172","TC-030","Cross-sectional Study2","dog","Male",10.3,26.8,"No","Yes","Hill's","Household"
"TC-031_S416","TC-031_S416","TC-031","Cross-sectional Study2","dog","Female",8.5,28.1,"No","Yes","Hill's","Household"
"TC-032_S173","TC-032_S173","TC-032","Cross-sectional Study2","dog","Male",11.9,7.7,"Yes","Yes","Hill's","Household"
"TC-033_S732","TC-033_S732","TC-033","Cross-sectional Study2","dog","Female",15,2,"No","Yes","Hill's","Household"
"TC-034_S417","TC-034_S417","TC-034","Cross-sectional Study2","dog","Male",10,5.4,"No","Yes","Hill's","Household"
"TC-036_S733","TC-036_S733","TC-036","Cross-sectional Study2","dog","Male",10.5,44.4,"No","Yes","Hill's","Household"
"TC-037_S174","TC-037_S174","TC-037","Cross-sectional Study2","dog","Female",7.4,26.9,"No","Yes","Hill's","Household"
"TC-038_S115","TC-038_S115","TC-038","Cross-sectional Study2","dog","Male",9.3,12.2,"No","Yes","Hill's","Household"
"TC-039_S331","TC-039_S331","TC-039","Cross-sectional Study2","dog","Female",7.2,26.8,"No","Yes","Hill's","Household"
"TN-001_S63","TN-001_S63","TN-001","Cross-sectional Study2","dog","Female",7.4,11,"Yes","Yes","Hill's","Household"
"TN-002_S64","TN-002_S64","TN-002","Cross-sectional Study2","dog","Female",9.7,13.1,"No","Yes","Hill's","Household"
"TN-003_S116","TN-003_S116","TN-003","Cross-sectional Study2","dog","Male",7.8,17,"No","Yes","Hill's","Household"
"TN-005_S175","TN-005_S175","TN-005","Cross-sectional Study2","dog","Female",9.4,25.6,"No","Yes","Hill's","Household"
"TN-006_S176","TN-006_S176","TN-006","Cross-sectional Study2","dog","Female",8.4,25.2,"No","No","Hill's","Household"
"TN-007_S576","TN-007_S576","TN-007","Cross-sectional Study2","dog","Female",9.4,21,"No","Yes","Hill's","Household"
"TN-009_S177","TN-009_S177","TN-009","Cross-sectional Study2","dog","Female",11,20.4,"No","Yes","Hill's","Household"
"TN-010_S711","TN-010_S711","TN-010","Cross-sectional Study2","dog","Male",8.1,14.9,"No","No","Hill's","Household"
"TN-011_S712","TN-011_S712","TN-011","Cross-sectional Study2","dog","Female",9.8,2.9,"No","No","Hill's","Household"
"TN-012_S4","TN-012_S4","TN-012","Cross-sectional Study2","dog","Male",10.7,21.4,"No","Yes","Hill's","Household"
"TN-013_S5","TN-013_S5","TN-013","Cross-sectional Study2","dog","Female",12.5,34,"No","Yes","Hill's","Household"
"TN-014_S255","TN-014_S255","TN-014","Cross-sectional Study2","dog","Female",7.3,10.1,"No","Yes","Hill's","Household"
"TN-015_S6","TN-015_S6","TN-015","Cross-sectional Study2","dog","Male",11.5,24.5,"No","Yes","Hill's","Household"
"TN-016_S7","TN-016_S7","TN-016","Cross-sectional Study2","dog","Female",10.7,26.4,"No","Yes","Hill's","Household"
"TN-017_S256","TN-017_S256","TN-017","Cross-sectional Study2","dog","Male",9.2,40.9,"No","Yes","Hill's","Household"
"TN-018_S65","TN-018_S65","TN-018","Cross-sectional Study2","dog","Male",8.8,38.1,"No","Yes","Hill's","Household"
"TN-019_S66","TN-019_S66","TN-019","Cross-sectional Study2","dog","Female",8.8,11.7,"No","Yes","Hill's","Household"
"TN-021_S61","TN-021_S61","TN-021","Cross-sectional Study2","dog","Male",8.3,35.6,"No","Yes","Hill's","Household"
"TN-022_S117","TN-022_S117","TN-022","Cross-sectional Study2","dog","Female",9.6,20,"No","Yes","Hill's","Household"
"TN-023_S107","TN-023_S107","TN-023","Cross-sectional Study2","dog","Male",7.8,34.3,"No","No","Hill's","Household"
"TN-024_S108","TN-024_S108","TN-024","Cross-sectional Study2","dog","Female",12,12.9,"No","No","Hill's","Household"
"TN-025_S67","TN-025_S67","TN-025","Cross-sectional Study2","dog","Female",11.3,20.2,"No","Yes","Hill's","Household"
"TN-027_S109","TN-027_S109","TN-027","Cross-sectional Study2","dog","Female",13,32.2,"No","Yes","Hill's","Household"
"TN-028_S110","TN-028_S110","TN-028","Cross-sectional Study2","dog","Female",7.3,32.5,"No","Yes","Hill's","Household"
"TN-029_S257","TN-029_S257","TN-029","Cross-sectional Study2","dog","Female",9.3,24.4,"No","Yes","Hill's","Household"
"TN-030_S418","TN-030_S418","TN-030","Cross-sectional Study2","dog","Female",8.7,33.2,"No","Yes","Hill's","Household"
"TN-032_S577","TN-032_S577","TN-032","Cross-sectional Study2","dog","Female",8.5,7.1,"No","Yes","Hill's","Household"
"TN-033_S118","TN-033_S118","TN-033","Cross-sectional Study2","dog","Male",12.9,17.1,"No","Yes","Hill's","Household"
"TN-034_S713","TN-034_S713","TN-034","Cross-sectional Study2","dog","Female",9.3,28.9,"No","No","Hill's","Household"
"TN-036_S548","TN-036_S548","TN-036","Cross-sectional Study2","dog","Female",7.6,39.9,"No","Yes","Hill's","Household"
"TN-037_S507","TN-037_S507","TN-037","Cross-sectional Study2","dog","Female",7,35.8,"Yes","Yes","Hill's","Household"
"TN-038_S8","TN-038_S8","TN-038","Cross-sectional Study2","dog","Male",11.2,13.2,"No","No","Hill's","Household"
"TN-039_S450","TN-039_S450","TN-039","Cross-sectional Study2","dog","Male",9.8,9.4,"No","Yes","Hill's","Household"
"TN-040_S258","TN-040_S258","TN-040","Cross-sectional Study2","dog","Male",8.5,8,"No","Yes","Hill's","Household"
"TN-041_S668","TN-041_S668","TN-041","Cross-sectional Study2","dog","Female",9.9,8.1,"No","Yes","Hill's","Household"
"TN-042_S9","TN-042_S9","TN-042","Cross-sectional Study2","dog","Male",8.8,51.5,"No","Yes","Hill's","Household"
"TN-043_S669","TN-043_S669","TN-043","Cross-sectional Study2","dog","Male",10.3,39.9,"No","No","Hill's","Household"
"TN-044_S451","TN-044_S451","TN-044","Cross-sectional Study2","dog","Female",7,2.6,"No","No","Hill's","Household"
"TN-045_S508","TN-045_S508","TN-045","Cross-sectional Study2","dog","Female",8.6,30.3,"No","No","Hill's","Household"
"TN-046_S334","TN-046_S334","TN-046","Cross-sectional Study2","dog","Female",8.9,9.1,"No","Yes","Hill's","Household"
"TN-047_S259","TN-047_S259","TN-047","Cross-sectional Study2","dog","Male",11.5,10.4,"No","No","Hill's","Household"
"TN-048_S178","TN-048_S178","TN-048","Cross-sectional Study2","dog","Female",8.3,18.7,"No","Yes","Hill's","Household"
"TN-049_S179","TN-049_S179","TN-049","Cross-sectional Study2","dog","Male",11.3,35.6,"No","No","Hill's","Household"
"TN-050_S180","TN-050_S180","TN-050","Cross-sectional Study2","dog","Female",8.4,3.4,"No","No","Hill's","Household"
"TN-051_S452","TN-051_S452","TN-051","Cross-sectional Study2","dog","Male",7.3,8.3,"No","No","Hill's","Household"
"TN-052_S742","TN-052_S742","TN-052","Cross-sectional Study2","dog","Female",8.5,30.1,"No","Yes","Hill's","Household"
"TN-053_S670","TN-053_S670","TN-053","Cross-sectional Study2","dog","Male",8.8,69.4,"No","No","Hill's","Household"
"TN-054_S119","TN-054_S119","TN-054","Cross-sectional Study2","dog","Male",10.1,8.5,"Yes","Yes","Hill's","Household"
"TN-055_S120","TN-055_S120","TN-055","Cross-sectional Study2","dog","Male",9.8,29,"No","No","Hill's","Household"
"TN-056_S121","TN-056_S121","TN-056","Cross-sectional Study2","dog","Male",12.9,17.9,"No","No","Hill's","Household"
"TN-057_S181","TN-057_S181","TN-057","Cross-sectional Study2","dog","Male",12.3,18.5,"No","No","Hill's","Household"
"TN-058_S578","TN-058_S578","TN-058","Cross-sectional Study2","dog","Female",7.3,8.2,"No","Yes","Hill's","Household"
"TN-059_S182","TN-059_S182","TN-059","Cross-sectional Study2","dog","Female",8.5,27.3,"No","Yes","Hill's","Household"
"TN-060_S549","TN-060_S549","TN-060","Cross-sectional Study2","dog","Male",12,29.4,"No","Yes","Hill's","Household"
"TN-061_S550","TN-061_S550","TN-061","Cross-sectional Study2","dog","Female",9.2,34.9,"No","Yes","Hill's","Household"
"TN-062_S332","TN-062_S332","TN-062","Cross-sectional Study2","dog","Male",12.9,9.8,"No","Yes","Hill's","Household"
"TN-063_S333","TN-063_S333","TN-063","Cross-sectional Study2","dog","Female",12,30.6,"No","No","Hill's","Household"
"TT-001_S68","TT-001_S68","TT-001","Cross-sectional Study2","dog","Male",9.9,6.2,"No","Yes","Hill's","Household"
"TT-005_HPN1413_S98","TT-005_HPN1413_S98","TT-005","Cross-sectional Study2","dog","Female",6.1,73,"No","Yes","Hill's","Household"
"TT-006_S509","TT-006_S509","TT-006","Cross-sectional Study2","dog","Male",7.1,8.7,"No","Yes","Hill's","Household"
"TT-007_S419","TT-007_S419","TT-007","Cross-sectional Study2","dog","Female",9.2,6.7,"Yes","Yes","Hill's","Household"
"TT-008_S183","TT-008_S183","TT-008","Cross-sectional Study2","dog","Male",9.2,7,"No","Yes","Hill's","Household"
"TT-009_S184","TT-009_S184","TT-009","Cross-sectional Study2","dog","Female",10.6,7.6,"No","Yes","Hill's","Household"
"TT-010_S185","TT-010_S185","TT-010","Cross-sectional Study2","dog","Female",12.2,4.2,"No","Yes","Hill's","Household"
"TT-011_S123","TT-011_S123","TT-011","Cross-sectional Study2","dog","Female",15.3,7.6,"No","Yes","Hill's","Household"
"TT-012_S510","TT-012_S510","TT-012","Cross-sectional Study2","dog","Male",9.8,6.4,"No","Yes","Hill's","Household"
"TT-013_S551","TT-013_S551","TT-013","Cross-sectional Study2","dog","Female",12.1,3.3,"No","Yes","Hill's","Household"
"TT-014_S671","TT-014_S671","TT-014","Cross-sectional Study2","dog","Female",7.6,33,"No","Yes","Hill's","Household"
"TT-015_S124","TT-015_S124","TT-015","Cross-sectional Study2","dog","Female",6.5,25.4,"No","Yes","Hill's","Household"
"VM-001_S420","VM-001_S420","VM-001","Cross-sectional Study2","dog","Male",7.4,48.3,"No","No","Hill's","Household"
"VM-003_S511","VM-003_S511","VM-003","Cross-sectional Study2","dog","Male",8,22.7,"No","No","Hill's","Household"
"VM-004_S69","VM-004_S69","VM-004","Cross-sectional Study2","dog","Female",14,20.6,"No","Yes","Hill's","Household"
"VM-005_S70","VM-005_S70","VM-005","Cross-sectional Study2","dog","Male",15.9,8.2,"No","Yes","Hill's","Household"
"VM-006_S153","VM-006_S153","VM-006","Cross-sectional Study2","dog","Female",10.6,6.1,"No","No","Hill's","Household"
"VM-007_S734","VM-007_S734","VM-007","Cross-sectional Study2","dog","Female",13.7,5.1,"No","No","Hill's","Household"
"VM-008_S421","VM-008_S421","VM-008","Cross-sectional Study2","dog","Female",12,25,"No","Yes","Hill's","Household"
"VM-009_S260","VM-009_S260","VM-009","Cross-sectional Study2","dog","Male",7.8,39.7,"No","Yes","Hill's","Household"
"VM-010_S154","VM-010_S154","VM-010","Cross-sectional Study2","dog","Female",9,26.9,"No","Yes","Hill's","Household"
"VM-011_S675","VM-011_S675","VM-011","Cross-sectional Study2","dog","Male",10.9,5.7,"No","No","Hill's","Household"
"VM-012_S676","VM-012_S676","VM-012","Cross-sectional Study2","dog","Male",11.8,8.6,"No","Yes","Hill's","Household"
"VM-013_S335","VM-013_S335","VM-013","Cross-sectional Study2","dog","Male",11,12.1,"No","No","Hill's","Household"
"VM-014_S735","VM-014_S735","VM-014","Cross-sectional Study2","dog","Female",12.3,33.7,"No","Yes","Hill's","Household"
"VM-015_S552","VM-015_S552","VM-015","Cross-sectional Study2","dog","Female",12.1,4.7,"No","Yes","Hill's","Household"
"VM-016_S10","VM-016_S10","VM-016","Cross-sectional Study2","dog","Male",10.5,25.6,"No","Yes","Hill's","Household"
"VM-018_S677","VM-018_S677","VM-018","Cross-sectional Study2","dog","Female",9.3,28.9,"No","Yes","Hill's","Household"
"VM-019_S422","VM-019_S422","VM-019","Cross-sectional Study2","dog","Male",8.9,16.1,"No","Yes","Hill's","Household"
"VM-020_S423","VM-020_S423","VM-020","Cross-sectional Study2","dog","Female",9.4,30.3,"No","Yes","Hill's","Household"
"VM-021_S125","VM-021_S125","VM-021","Cross-sectional Study2","dog","Female",11,17.7,"No","Yes","Hill's","Household"
"VM-022_S736","VM-022_S736","VM-022","Cross-sectional Study2","dog","Female",11.6,8.4,"No","Yes","Hill's","Household"
"VM-023_S155","VM-023_S155","VM-023","Cross-sectional Study2","dog","Female",12.5,8.2,"No","No","Hill's","Household"
"VM-024_S156","VM-024_S156","VM-024","Cross-sectional Study2","dog","Female",11.8,40.8,"No","Yes","Hill's","Household"
"VM-025_S126","VM-025_S126","VM-025","Cross-sectional Study2","dog","Female",8.3,12,"No","No","Hill's","Household"
"VM-026_S127","VM-026_S127","VM-026","Cross-sectional Study2","dog","Female",8.1,17,"No","No","Hill's","Household"
"VM-027_S128","VM-027_S128","VM-027","Cross-sectional Study2","dog","Female",8,12.1,"No","No","Hill's","Household"
"VM-028_S261","VM-028_S261","VM-028","Cross-sectional Study2","dog","Female",10.8,11.6,"No","Yes","Hill's","Household"
"VM-029_S262","VM-029_S262","VM-029","Cross-sectional Study2","dog","Male",11.6,6.4,"No","Yes","Hill's","Household"
"VM-030_S678","VM-030_S678","VM-030","Cross-sectional Study2","dog","Male",11.8,5.5,"No","Yes","Hill's","Household"
"VM-031_S263","VM-031_S263","VM-031","Cross-sectional Study2","dog","Female",9.7,5.9,"No","Yes","Hill's","Household"
"VM-032_S512","VM-032_S512","VM-032","Cross-sectional Study2","dog","Male",10.7,8.7,"No","No","Hill's","Household"
"VM-033_S186","VM-033_S186","VM-033","Cross-sectional Study2","dog","Female",9.6,13.4,"No","No","Hill's","Household"
"VM-034_S187","VM-034_S187","VM-034","Cross-sectional Study2","dog","Female",8.9,9.7,"No","Yes","Hill's","Household"
"VM-035_S129","VM-035_S129","VM-035","Cross-sectional Study2","dog","Male",12.8,5.1,"No","No","Hill's","Household"
"VM-036_S579","VM-036_S579","VM-036","Cross-sectional Study2","dog","Female",8.7,9.5,"No","Yes","Hill's","Household"
"VM-037_S679","VM-037_S679","VM-037","Cross-sectional Study2","dog","Male",11.9,5.7,"No","No","Hill's","Household"
"WK-001_S714","WK-001_S714","WK-001","Cross-sectional Study2","dog","Female",7.8,7.9,"No","Yes","Hill's","Household"
"WK-002_S715","WK-002_S715","WK-002","Cross-sectional Study2","dog","Male",9.2,6.6,"No","Yes","Hill's","Household"
"WK-003_S424","WK-003_S424","WK-003","Cross-sectional Study2","dog","Male",7.6,46.2,"No","No","Hill's","Household"
"WK-004_S513","WK-004_S513","WK-004","Cross-sectional Study2","dog","Female",9,34.1,"No","Yes","Hill's","Household"
"WK-005_S580","WK-005_S580","WK-005","Cross-sectional Study2","dog","Male",11.5,8.5,"No","Yes","Hill's","Household"
"WK-006_S264","WK-006_S264","WK-006","Cross-sectional Study2","dog","Female",8.3,38.5,"No","Yes","Hill's","Household"
"WK-007_S71","WK-007_S71","WK-007","Cross-sectional Study2","dog","Male",7.3,40.9,"No","No","Hill's","Household"
"WK-008_S425","WK-008_S425","WK-008","Cross-sectional Study2","dog","Female",11.1,6.5,"No","Yes","Hill's","Household"
"WK-009_S680","WK-009_S680","WK-009","Cross-sectional Study2","dog","Male",10,13.9,"No","Yes","Hill's","Household"
"WK-010_S265","WK-010_S265","WK-010","Cross-sectional Study2","dog","Male",10.6,7.9,"No","Yes","Hill's","Household"
"WK-013_S188","WK-013_S188","WK-013","Cross-sectional Study2","dog","Female",9.5,8.6,"No","Yes","Hill's","Household"
"WK-014_S716","WK-014_S716","WK-014","Cross-sectional Study2","dog","Female",7.9,10,"No","Yes","Hill's","Household"
"WK-015_S514","WK-015_S514","WK-015","Cross-sectional Study2","dog","Female",10.6,31,"No","No","Hill's","Household"
"WK-016_S717","WK-016_S717","WK-016","Cross-sectional Study2","dog","Male",5.5,45,"No","Yes","Hill's","Household"
"WK-017_S515","WK-017_S515","WK-017","Cross-sectional Study2","dog","Male",11.3,10.2,"No","No","Hill's","Household"
"WK-018_S681","WK-018_S681","WK-018","Cross-sectional Study2","dog","Male",10.4,41.3,"No","Yes","Hill's","Household"
"WK-019_S72","WK-019_S72","WK-019","Cross-sectional Study2","dog","Female",12.6,25.5,"No","Yes","Hill's","Household"
"WK-020_S11","WK-020_S11","WK-020","Cross-sectional Study2","dog","Female",11.1,44.4,"No","Yes","Hill's","Household"
"WK-021_S73","WK-021_S73","WK-021","Cross-sectional Study2","dog","Female",7.2,6.4,"No","Yes","Hill's","Household"
"WK-022_S111","WK-022_S111","WK-022","Cross-sectional Study2","dog","Female",7.3,7.4,"No","Yes","Hill's","Household"
"WK-023_S581","WK-023_S581","WK-023","Cross-sectional Study2","dog","Female",10.7,8.6,"No","Yes","Hill's","Household"
"WK-024_S112","WK-024_S112","WK-024","Cross-sectional Study2","dog","Female",8.7,18.6,"No","Yes","Hill's","Household"
"WK-026_S426","WK-026_S426","WK-026","Cross-sectional Study2","dog","Female",6.2,43.6,"No","Yes","Hill's","Household"
"WK-027_S516","WK-027_S516","WK-027","Cross-sectional Study2","dog","Male",9.6,22.3,"No","Yes","Hill's","Household"
"WK-028_S157","WK-028_S157","WK-028","Cross-sectional Study2","dog","Female",11,22,"No","Yes","Hill's","Household"
"WK-029_S427","WK-029_S427","WK-029","Cross-sectional Study2","dog","Female",6.7,64.4,"Yes","Yes","Hill's","Household"
"WK-030_S428","WK-030_S428","WK-030","Cross-sectional Study2","dog","Female",6.2,64.4,"No","Yes","Hill's","Household"
